"","date","o3_max"
"1151",2020-12-04,49
"1152",2020-12-05,46
"1153",2020-12-06,85
"1154",2020-12-07,65
"1155",2020-12-08,79
"1156",2020-12-09,70
"1157",2020-12-10,109
"1158",2020-12-11,111
"1159",2020-12-12,96
"1160",2020-12-13,79
"1161",2020-12-14,76
"1162",2020-12-15,74
"1163",2020-12-16,83
"1164",2020-12-17,88
"1165",2020-12-18,92
"1166",2020-12-19,105
"1167",2020-12-20,98
"1168",2020-12-21,96
"1169",2020-12-22,99
"1170",2020-12-23,115
"1171",2020-12-24,115
"1172",2020-12-25,106
"1173",2020-12-26,81
"1174",2020-12-27,83
"1175",2020-12-28,88
"1176",2020-12-29,105
"1177",2020-12-30,93
"1178",2020-12-31,58
"1179",2021-01-01,81
"1180",2021-01-02,103
"1181",2021-01-03,94
"1182",2021-01-04,97
"1183",2021-01-05,100
"1184",2021-01-06,90
"1185",2021-01-07,79
"1186",2021-01-08,91
"1187",2021-01-09,66
"1188",2021-01-10,56
"1189",2021-01-11,37
"1190",2021-01-12,52
"1191",2021-01-13,83
"1192",2021-01-14,64
"1193",2021-01-15,93
"1194",2021-01-16,79
"1195",2021-01-17,43
"1196",2021-01-18,84
"1197",2021-01-19,102
"1198",2021-01-20,92
"1199",2021-01-21,90
"1200",2021-01-22,94
"1201",2021-01-23,102
"1202",2021-01-24,89
"1203",2021-01-25,88
"1204",2021-01-26,94
"1205",2021-01-27,91
"1206",2021-01-28,89
"1207",2021-01-29,115
"1208",2021-01-30,126
"1209",2021-01-31,76
"1210",2021-02-01,76
"1211",2021-02-02,76
"1212",2021-02-03,79
"1213",2021-02-04,109
"1214",2021-02-05,120
"1215",2021-02-06,93
"1216",2021-02-07,102
"1217",2021-02-08,75
"1218",2021-02-09,94
"1219",2021-02-10,98
"1220",2021-02-11,44
"1221",2021-02-12,49
"1222",2021-02-13,54
"1223",2021-02-14,72
"1224",2021-02-15,81
"1225",2021-02-16,76
"1226",2021-02-17,73
"1227",2021-02-18,102
"1228",2021-02-19,128
"1229",2021-02-20,105
"1230",2021-02-21,149
"1231",2021-02-22,115
"1232",2021-02-23,115
"1233",2021-02-24,94
"1234",2021-02-25,143
"1235",2021-02-26,152
"1236",2021-02-27,152
"1237",2021-02-28,141
"1238",2021-03-01,136
"1239",2021-03-02,137
"1240",2021-03-03,117
"1241",2021-03-04,126
"1242",2021-03-05,112
"1243",2021-03-06,135
"1244",2021-03-07,94
"1245",2021-03-08,95
"1246",2021-03-09,102
"1247",2021-03-10,83
"1248",2021-03-11,109
"1249",2021-03-12,117
"1250",2021-03-13,141
"1251",2021-03-14,117
"1252",2021-03-15,110
"1253",2021-03-16,117
"1254",2021-03-17,109
"1255",2021-03-18,109
"1256",2021-03-19,104
"1257",2021-03-20,99
"1258",2021-03-21,115
"1259",2021-03-22,91
"1260",2021-03-23,85
"1261",2021-03-24,86
"1262",2021-03-25,100
"1263",2021-03-26,127
"1264",2021-03-27,129
"1265",2021-03-28,119
"1266",2021-03-29,110
"1267",2021-03-30,117
"1268",2021-03-31,96
"1269",2021-04-01,54
"1270",2021-04-02,69
"1271",2021-04-03,93
"1272",2021-04-04,111
"1273",2021-04-05,99
"1274",2021-04-06,92
"1275",2021-04-07,92
"1276",2021-04-08,125
"1277",2021-04-09,134
"1278",2021-04-10,119
"1279",2021-04-11,117
"1280",2021-04-12,124
"1281",2021-04-13,127
"1282",2021-04-14,131
"1283",2021-04-15,133
"1284",2021-04-16,136
"1285",2021-04-17,129
"1286",2021-04-18,102
"1287",2021-04-19,83
"1288",2021-04-20,129
"1289",2021-04-21,160
